Question1,Question2,Similarity
apply family rp 22nd got document receipt day till today check onlin moi still show review friends idea please thanks lot,dear please advise whether quantity surveyor assistant engineer positions accepted moi family rp visa application degree quantity surveying construction mgt visa engineer rejected visa degree matching profession still diploma civil engineering therefore change teh profession eigher qs asst eng need know whether accept professions family rp visa thanks lot advance,Irrelevant
apply family rp 22nd got document receipt day till today check onlin moi still show review friends idea please thanks lot,family residence visa application rejected got schedule meet committee one month meantime apply visit visa family,Irrelevant
apply family rp 22nd got document receipt day till today check onlin moi still show review friends idea please thanks lot,dear please let know many days taking approve family visa nw last wednesday 12/09/2012 apply family visa husband daughter still showing moi website itz review itz usual reply delayed like please help regards divya,PerfectMatch
apply family rp 22nd got document receipt day till today check onlin moi still show review friends idea please thanks lot,hi need help/advice 'll qatar next week working visa tourist visa family wife son daughter query convert tourist visa family visit visa even dont yet qatar id profession visa civil engineer thanks advance..,Irrelevant
apply family rp 22nd got document receipt day till today check onlin moi still show review friends idea please thanks lot,applied family visa 24/12/2014 next day got message online saying application deferred refer application submission office go counter staff request submit degree certificate submit b.e. degree certificate proffesion electronics engineer get rp wife,Irrelevant
apply family rp 22nd got document receipt day till today check onlin moi still show review friends idea please thanks lot,hi document needed family rp renewal much cost 3 years,Irrelevant
apply family rp 22nd got document receipt day till today check onlin moi still show review friends idea please thanks lot,eligible profession applying family visa certificate iti draftsman civil working draftsman presently visa profession id engineer applied residence visa wife son ask change profession dont degree certificate certificate iti draftsman civil eligible visa profession match certificate,Irrelevant
medical required visitor soon re-enter exit 6 month,currently doha 3 month visit visa anybody please tell whether extend futher maximum many months,Irrelevant
medical required visitor soon re-enter exit 6 month,hi finished medical exam doha would like know besides hiv tb disease checked medical examination im interested diseases make fail exam many days weeks result available thanks,Irrelevant
medical required visitor soon re-enter exit 6 month,hi need help/advice 'll qatar next week working visa tourist visa family wife son daughter query convert tourist visa family visit visa even dont yet qatar id profession visa civil engineer thanks advance..,Irrelevant
medical required visitor soon re-enter exit 6 month,1 driving license rule take driving license family visit visa business visit visa indian driving license,Irrelevant
medical required visitor soon re-enter exit 6 month,husbands sponsorship husband going undergo medical processing renewal visa,Irrelevant
medical required visitor soon re-enter exit 6 month,hello need get health insurance wife covered company insurance read something called `` government health card '' seems cost qr100 per person per year would grateful info works apply currently tourist visa since family visa still processed got rp recently still apply insurance would get family visa first,Irrelevant
medical required visitor soon re-enter exit 6 month,dear planning bring wife new born baby qatar visit visa baby remaining vaccinations qatar remaining vaccinations please help,Irrelevant
